Chris Clack wind capacity data,,,,
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,wind capacity
2006,11,3,19,1.0543
2006,11,3,20,1.0441
2006,11,3,21,1.0287
2006,11,3,22,1.0361
2006,11,3,23,1.0685
2006,11,3,24,1.0989
2006,11,4,1,1.1309
2006,11,4,2,1.1805
2006,11,4,3,1.1756
2006,11,4,4,1.1985
2006,11,4,5,1.2261
2006,11,4,6,1.2237
2006,11,4,7,1.2385
2006,11,4,8,1.2591
2006,11,4,9,1.2678
2006,11,4,10,1.2729
2006,11,4,11,1.2667
2006,11,4,12,1.2604
2006,11,4,13,1.2113
2006,11,4,14,1.1929
2006,11,4,15,1.1601
2006,11,4,16,1.1506
2006,11,4,17,1.1145
2006,11,4,18,1.0456
2006,11,4,19,0.992
2006,11,4,20,0.9752
2006,11,4,21,0.9799
2006,11,4,22,1.0036
2006,11,4,23,1.0313
2006,11,4,24,1.0653
2006,11,5,1,1.1062
2006,11,5,2,1.1633
2006,11,5,3,1.2097
2006,11,5,4,1.2337
2006,11,5,5,1.2451
2006,11,5,6,1.2341
2006,11,5,7,1.2255
2006,11,5,8,1.2156
2006,11,5,9,1.1923
2006,11,5,10,1.1708
2006,11,5,11,1.1578
2006,11,5,12,1.1399
2006,11,5,13,1.0878
2006,11,5,14,1.0594
2006,11,5,15,1.0458
2006,11,5,16,1.0346
2006,11,5,17,0.9793
2006,11,5,18,0.9301
2006,11,5,19,0.9188
2006,11,5,20,0.93
2006,11,5,21,0.9605
2006,11,5,22,1.0066
2006,11,5,23,1.0472
2006,11,5,24,1.1132
2006,11,6,1,1.1664
2006,11,6,2,1.201
2006,11,6,3,1.2473
2006,11,6,4,1.2845
2006,11,6,5,1.3084
2006,11,6,6,1.3123
2006,11,6,7,1.3208
2006,11,6,8,1.3207
2006,11,6,9,1.3104
2006,11,6,10,1.3028
2006,11,6,11,1.2873
2006,11,6,12,1.2747
2006,11,6,13,1.2088
2006,11,6,14,1.1358
2006,11,6,15,1.1411
2006,11,6,16,1.0346
2006,11,6,17,1.0904
2006,11,6,18,0.9301
2006,11,6,19,1.0578
2006,11,6,20,1.0551
2006,11,6,21,1.0674
2006,11,6,22,1.0824
2006,11,6,23,1.089
2006,11,6,24,1.1121
2006,11,7,1,1.155
2006,11,7,2,1.1987
2006,11,7,3,1.2147
2006,11,7,4,1.2407
2006,11,7,5,1.26
2006,11,7,6,1.2612
2006,11,7,7,1.2485
2006,11,7,8,1.2355
2006,11,7,9,1.2221
2006,11,7,10,1.2205
2006,11,7,11,1.2116
2006,11,7,12,1.1879
2006,11,7,13,1.171
2006,11,7,14,1.1392
2006,11,7,15,1.11
2006,11,7,16,1.0977
2006,11,7,17,1.0536
2006,11,7,18,1.0073
2006,11,7,19,0.9855
2006,11,7,20,0.9877
2006,11,7,21,1.0035
2006,11,7,22,1.0263
2006,11,7,23,1.0226
2006,11,7,24,1.0384
2006,11,8,1,1.0263
2006,11,8,2,1.0679
2006,11,8,3,1.0552
2006,11,8,4,1.067
2006,11,8,5,1.0797
2006,11,8,6,1.0957
2006,11,8,7,1.0693
2006,11,8,8,1.0822
2006,11,8,9,1.0785
2006,11,8,10,1.0776
2006,11,8,11,1.0714
2006,11,8,12,1.0755
2006,11,8,13,1.0455
2006,11,8,14,1.0246
2006,11,8,15,1.0206
2006,11,8,16,1.0087
2006,11,8,17,0.9878
2006,11,8,18,0.9425
2006,11,8,19,0.9499
2006,11,8,20,0.987
2006,11,8,21,1.0443
2006,11,8,22,1.102
2006,11,8,23,1.1242
2006,11,8,24,1.1667
2006,11,9,1,1.1799
2006,11,9,2,1.2437
2006,11,9,3,1.2397
2006,11,9,4,1.2572
2006,11,9,5,1.2774
2006,11,9,6,1.2742
2006,11,9,7,1.2777
2006,11,9,8,1.2776
2006,11,9,9,1.2695
2006,11,9,10,1.2717
2006,11,9,11,1.2512
2006,11,9,12,1.2376
2006,11,9,13,1.1765
2006,11,9,14,1.1607
2006,11,9,15,1.1234
2006,11,9,16,1.1172
2006,11,9,17,1.0864
2006,11,9,18,1.0518
2006,11,9,19,1.0645
2006,11,9,20,1.0613
2006,11,9,21,1.0814
2006,11,9,22,1.0883
2006,11,9,23,1.1103
2006,11,9,24,1.1394
2006,11,10,1,1.1377
2006,11,10,2,1.1968
2006,11,10,3,1.173
2006,11,10,4,1.1832
2006,11,10,5,1.1887
2006,11,10,6,1.1943
2006,11,10,7,1.2161
2006,11,10,8,1.2218
2006,11,10,9,1.2695
2006,11,10,10,1.2013
2006,11,10,11,1.1696
2006,11,10,12,1.1636
2006,11,10,13,1.1408
2006,11,10,14,1.1041
2006,11,10,15,1.074
2006,11,10,16,1.0768
2006,11,10,17,1.0618
2006,11,10,18,1.0486
2006,11,10,19,1.0195
2006,11,10,20,1.0096
2006,11,10,21,1.0213
2006,11,10,22,1.0323
2006,11,10,23,1.0508
2006,11,10,24,1.1085
2006,11,11,1,1.1333
2006,11,11,2,1.1544
2006,11,11,3,1.1695
2006,11,11,4,1.1832
2006,11,11,5,1.1365
2006,11,11,6,1.1199
2006,11,11,7,1.1414
2006,11,11,8,1.0964
2006,11,11,9,1.084
2006,11,11,10,1.1011
2006,11,11,11,1.0661
2006,11,11,12,1.0454
2006,11,11,13,1.0219
2006,11,11,14,0.9982
2006,11,11,15,0.9814
2006,11,11,16,0.9609
2006,11,11,17,0.955
2006,11,11,18,0.8997
2006,11,11,19,0.893
2006,11,11,20,0.8988
2006,11,11,21,1.0213
2006,11,11,22,1.0228
2006,11,11,23,1.054
2006,11,11,24,1.069
2006,11,12,1,1.0822
2006,11,12,2,1.1274
2006,11,12,3,1.1016
2006,11,12,4,1.1011
2006,11,12,5,1.0979
2006,11,12,6,1.0928
2006,11,12,7,1.0854
2006,11,12,8,1.0822
2006,11,12,9,1.068
2006,11,12,10,1.0699
2006,11,12,11,1.0718
2006,11,12,12,1.0758
2006,11,12,13,1.0722
2006,11,12,14,1.07
2006,11,12,15,1.0559
2006,11,12,16,1.0722
2006,11,12,17,1.0615
2006,11,12,18,1.0325
2006,11,12,19,1.0298
2006,11,12,20,1.0283
2006,11,12,21,1.0281
2006,11,12,22,1.0603
2006,11,12,23,1.0784
2006,11,12,24,1.0946
2006,11,13,1,1.1097
2006,11,13,2,1.1409
2006,11,13,3,1.138
2006,11,13,4,1.1499
2006,11,13,5,1.1477
2006,11,13,6,1.1507
2006,11,13,7,1.1416
2006,11,13,8,1.1258
2006,11,13,9,1.1198
2006,11,13,10,1.0866
2006,11,13,11,1.0615
2006,11,13,12,1.045
2006,11,13,13,1.0032
2006,11,13,14,0.9774
2006,11,13,15,0.9626
2006,11,13,16,0.9707
2006,11,13,17,0.936
2006,11,13,18,0.9234
2006,11,13,19,0.9439
2006,11,13,20,0.9709
2006,11,13,21,0.9927
2006,11,13,22,1.02
2006,11,13,23,1.056
2006,11,13,24,1.072
2006,11,14,1,1.0438
2006,11,14,2,1.0808
2006,11,14,3,1.0469
2006,11,14,4,1.0438
2006,11,14,5,1.0531
2006,11,14,6,1.0713
2006,11,14,7,1.0842
2006,11,14,8,1.0919
2006,11,14,9,1.0746
2006,11,14,10,1.0694
2006,11,14,11,1.0655
2006,11,14,12,1.0453
2006,11,14,13,1.0055
2006,11,14,14,1.0524
2006,11,14,15,1.0173
2006,11,14,16,1.0339
2006,11,14,17,1.0245
2006,11,14,18,1.0213
2006,11,14,19,1.0281
2006,11,14,20,1.0521
2006,11,14,21,1.0816
2006,11,14,22,1.0981
2006,11,14,23,1.1127
2006,11,14,24,1.116
2006,11,15,1,1.0947
2006,11,15,2,1.1097
2006,11,15,3,1.1274
2006,11,15,4,1.1255
2006,11,15,5,1.1237
2006,11,15,6,1.1328
2006,11,15,7,1.1205
2006,11,15,8,1.1183
2006,11,15,9,1.1279
2006,11,15,10,1.1451
2006,11,15,11,1.1552
2006,11,15,12,1.1848
2006,11,15,13,1.1829
2006,11,15,14,1.1629
2006,11,15,15,1.1311
2006,11,15,16,1.1273
2006,11,15,17,1.1205
2006,11,15,18,1.0971
2006,11,15,19,1.0881
2006,11,15,20,1.0884
2006,11,15,21,1.1037
2006,11,15,22,1.1292
2006,11,15,23,1.1584
2006,11,15,24,1.2025
2006,11,16,1,1.2453
2006,11,16,2,1.2747
2006,11,16,3,1.2804
2006,11,16,4,1.2966
2006,11,16,5,1.3231
2006,11,16,6,1.3274
2006,11,16,7,1.3611
2006,11,16,8,1.3843
2006,11,16,9,1.3904
2006,11,16,10,1.3794
2006,11,16,11,1.3611
2006,11,16,12,1.331
2006,11,16,13,1.2972
2006,11,16,14,1.2524
2006,11,16,15,1.2119
2006,11,16,16,1.211
2006,11,16,17,1.1758
2006,11,16,18,1.1299
2006,11,16,19,1.1105
2006,11,16,20,1.1321
2006,11,16,21,1.133
2006,11,16,22,1.0934
2006,11,16,23,1.0604
2006,11,16,24,1.0539
2006,11,17,1,1.0474
2006,11,17,2,1.0815
2006,11,17,3,1.091
2006,11,17,4,1.113
2006,11,17,5,1.114
2006,11,17,6,1.1222
2006,11,17,7,1.1183
2006,11,17,8,1.1099
2006,11,17,9,1.0944
2006,11,17,10,1.0839
2006,11,17,11,1.0506
2006,11,17,12,1.0215
2006,11,17,13,0.9832
2006,11,17,14,0.963
2006,11,17,15,0.9452
2006,11,17,16,0.9677
2006,11,17,17,0.9323
2006,11,17,18,0.8837
2006,11,17,19,0.8529
2006,11,17,20,0.8276
2006,11,17,21,0.8095
2006,11,17,22,0.8024
2006,11,17,23,0.8116
2006,11,17,24,0.8214
2006,11,18,1,0.812
2006,11,18,2,0.8187
2006,11,18,3,0.8015
2006,11,18,4,0.8211
2006,11,18,5,0.8282
2006,11,18,6,0.8299
2006,11,18,7,0.8301
2006,11,18,8,0.8257
2006,11,18,9,0.8191
2006,11,18,10,0.8273
2006,11,18,11,0.8293
2006,11,18,12,0.8173
2006,11,18,13,0.7764
2006,11,18,14,0.7511
2006,11,18,15,0.7358
2006,11,18,16,0.7213
2006,11,18,17,0.682
2006,11,18,18,0.6309
2006,11,18,19,0.6015
2006,11,18,20,0.5832
2006,11,18,21,0.5899
2006,11,18,22,0.6171
2006,11,18,23,0.6793
2006,11,18,24,0.733
2006,11,19,1,0.7802
2006,11,19,2,0.8434
2006,11,19,3,0.8836
2006,11,19,4,0.9191
2006,11,19,5,0.9577
2006,11,19,6,0.9622
2006,11,19,7,0.9721
2006,11,19,8,0.9731
2006,11,19,9,0.9832
2006,11,19,10,0.9923
2006,11,19,11,1.0121
2006,11,19,12,1.0172
2006,11,19,13,1.001
2006,11,19,14,0.9598
2006,11,19,15,0.9813
2006,11,19,16,0.9888
2006,11,19,17,0.9755
2006,11,19,18,0.9387
2006,11,19,19,0.9139
2006,11,19,20,0.9193
2006,11,19,21,0.9461
2006,11,19,22,0.9837
2006,11,19,23,1.0063
2006,11,19,24,1.0288
2006,11,20,1,1.0627
2006,11,20,2,1.1108
2006,11,20,3,1.1224
2006,11,20,4,1.1638
2006,11,20,5,1.1885
2006,11,20,6,1.2048
2006,11,20,7,1.2096
2006,11,20,8,1.2043
2006,11,20,9,1.2018
2006,11,20,10,1.1827
2006,11,20,11,1.1705
2006,11,20,12,1.1587
2006,11,20,13,1.1259
2006,11,20,14,1.1167
2006,11,20,15,1.1115
2006,11,20,16,1.1218
2006,11,20,17,1.112
2006,11,20,18,1.0827
2006,11,20,19,1.066
2006,11,20,20,1.0499
2006,11,20,21,1.0481
2006,11,20,22,1.0576
2006,11,20,23,1.0864
2006,11,20,24,1.1088
2006,11,21,1,1.1388
2006,11,21,2,1.1853
2006,11,21,3,1.2125
2006,11,21,4,1.2672
2006,11,21,5,1.3031
2006,11,21,6,1.3178
2006,11,21,7,1.3509
2006,11,21,8,1.3838
2006,11,21,9,1.4017
2006,11,21,10,1.4064
2006,11,21,11,1.4258
2006,11,21,12,1.4232
2006,11,21,13,1.3877
2006,11,21,14,1.3931
2006,11,21,15,1.3943
2006,11,21,16,1.4213
2006,11,21,17,1.3984
2006,11,21,18,1.3489
2006,11,21,19,1.3088
2006,11,21,20,1.264
2006,11,21,21,1.251
2006,11,21,22,1.265
2006,11,21,23,1.2811
2006,11,21,24,1.2944
2006,11,22,1,1.3071
2006,11,22,2,1.3532
2006,11,22,3,1.3762
2006,11,22,4,1.4197
2006,11,22,5,1.4258
2006,11,22,6,1.4072
2006,11,22,7,1.4224
2006,11,22,8,1.3973
2006,11,22,9,1.3829
2006,11,22,10,1.3566
2006,11,22,11,1.3574
2006,11,22,12,1.3397
2006,11,22,13,1.295
2006,11,22,14,1.2701
2006,11,22,15,1.2686
2006,11,22,16,1.2383
2006,11,22,17,1.1831
2006,11,22,18,1.1287
2006,11,22,19,1.0888
2006,11,22,20,1.0652
2006,11,22,21,1.0684
2006,11,22,22,1.0844
2006,11,22,23,1.1017
2006,11,22,24,1.1186
2006,11,23,1,1.1365
2006,11,23,2,1.1902
2006,11,23,3,1.2158
2006,11,23,4,1.2343
2006,11,23,5,1.2552
2006,11,23,6,1.2464
2006,11,23,7,1.2471
2006,11,23,8,1.24
2006,11,23,9,1.2407
2006,11,23,10,1.2447
2006,11,23,11,1.2133
2006,11,23,12,1.1786
2006,11,23,13,1.1416
2006,11,23,14,1.1379
2006,11,23,15,1.1347
2006,11,23,16,1.1355
2006,11,23,17,1.1046
2006,11,23,18,1.072
2006,11,23,19,1.0675
2006,11,23,20,1.0655
2006,11,23,21,1.1001
2006,11,23,22,1.1574
2006,11,23,23,1.1905
2006,11,23,24,1.2127
2006,11,24,1,1.251
2006,11,24,2,1.2931
2006,11,24,3,1.2965
2006,11,24,4,1.3174
2006,11,24,5,1.32
2006,11,24,6,1.3097
2006,11,24,7,1.3002
2006,11,24,8,1.2773
2006,11,24,9,1.2541
2006,11,24,10,1.2563
2006,11,24,11,1.2348
2006,11,24,12,1.2174
2006,11,24,13,1.1763
2006,11,24,14,1.1589
2006,11,24,15,1.1494
2006,11,24,16,1.1251
2006,11,24,17,1.0603
2006,11,24,18,0.9944
2006,11,24,19,0.953
2006,11,24,20,0.944
2006,11,24,21,0.9606
2006,11,24,22,0.991
2006,11,24,23,1.0266
2006,11,24,24,1.0595
2006,11,25,1,1.0713
2006,11,25,2,1.1202
2006,11,25,3,1.1101
2006,11,25,4,1.1449
2006,11,25,5,1.1453
2006,11,25,6,1.1432
2006,11,25,7,1.1428
2006,11,25,8,1.1253
2006,11,25,9,1.0867
2006,11,25,10,1.0737
2006,11,25,11,1.0511
2006,11,25,12,1.0182
2006,11,25,13,0.9709
2006,11,25,14,0.9401
2006,11,25,15,0.912
2006,11,25,16,0.8798
2006,11,25,17,0.8377
2006,11,25,18,0.8095
2006,11,25,19,0.8092
2006,11,25,20,0.8252
2006,11,25,21,0.8714
2006,11,25,22,0.9144
2006,11,25,23,0.9736
2006,11,25,24,1.0175
2006,11,26,1,1.0449
2006,11,26,2,1.0802
2006,11,26,3,1.096
2006,11,26,4,1.1112
2006,11,26,5,1.1309
2006,11,26,6,1.1429
2006,11,26,7,1.1414
2006,11,26,8,1.131
2006,11,26,9,1.1134
2006,11,26,10,1.1079
2006,11,26,11,1.0867
2006,11,26,12,1.08
2006,11,26,13,1.0732
2006,11,26,14,1.0612
2006,11,26,15,1.0364
2006,11,26,16,1.0169
2006,11,26,17,0.9749
2006,11,26,18,0.933
2006,11,26,19,0.9312
2006,11,26,20,0.9553
2006,11,26,21,0.9871
2006,11,26,22,1.037
2006,11,26,23,1.0641
2006,11,26,24,1.0961
2006,11,27,1,1.124
2006,11,27,2,1.182
2006,11,27,3,1.1694
2006,11,27,4,1.1784
2006,11,27,5,1.1657
2006,11,27,6,1.1527
2006,11,27,7,1.143
2006,11,27,8,1.1425
2006,11,27,9,1.1278
2006,11,27,10,1.1149
2006,11,27,11,1.1244
2006,11,27,12,1.0982
2006,11,27,13,1.065
2006,11,27,14,1.0546
2006,11,27,15,1.0083
2006,11,27,16,0.9815
2006,11,27,17,0.9621
2006,11,27,18,0.9478
2006,11,27,19,0.9695
2006,11,27,20,0.9859
2006,11,27,21,1.0223
2006,11,27,22,1.0485
2006,11,27,23,1.1051
2006,11,27,24,1.1492
2006,11,28,1,1.1601
2006,11,28,2,1.2004
2006,11,28,3,1.1868
2006,11,28,4,1.1832
2006,11,28,5,1.2089
2006,11,28,6,1.212
2006,11,28,7,1.218
2006,11,28,8,1.2193
2006,11,28,9,1.2234
2006,11,28,10,1.2178
2006,11,28,11,1.2057
2006,11,28,12,1.2082
2006,11,28,13,1.1883
2006,11,28,14,1.189
2006,11,28,15,1.1666
2006,11,28,16,1.1614
2006,11,28,17,1.1497
2006,11,28,18,1.1337
2006,11,28,19,1.1136
2006,11,28,20,1.1364
2006,11,28,21,1.16
2006,11,28,22,1.1839
2006,11,28,23,1.213
2006,11,28,24,1.2384
2006,11,29,1,1.2579
2006,11,29,2,1.2974
2006,11,29,3,1.3067
2006,11,29,4,1.3159
2006,11,29,5,1.3078
2006,11,29,6,1.3092
2006,11,29,7,1.3054
2006,11,29,8,1.3318
2006,11,29,9,1.3462
2006,11,29,10,1.3384
2006,11,29,11,1.3496
2006,11,29,12,1.3506
2006,11,29,13,1.3339
2006,11,29,14,1.3376
2006,11,29,15,1.3645
2006,11,29,16,1.384
2006,11,29,17,1.3914
2006,11,29,18,1.411
2006,11,29,19,1.408
2006,11,29,20,1.4183
2006,11,29,21,1.4478
2006,11,29,22,1.4863
2006,11,29,23,1.5191
2006,11,29,24,1.5432
2006,11,30,1,1.5655
2006,11,30,2,1.6323
2006,11,30,3,1.6234
2006,11,30,4,1.6552
2006,11,30,5,1.6506
2006,11,30,6,1.6567
2006,11,30,7,1.6551
2006,11,30,8,1.6366
2006,11,30,9,1.6096
2006,11,30,10,1.6075
2006,11,30,11,1.5957
2006,11,30,12,1.5976
2006,11,30,13,1.5722
2006,11,30,14,1.5869
2006,11,30,15,1.5238
2006,11,30,16,1.5693
2006,11,30,17,1.5823
2006,11,30,18,1.5567
2006,11,30,19,1.513
2006,11,30,20,1.4632
2006,11,30,21,1.4382
2006,11,30,22,1.4113
2006,11,30,23,1.404
2006,11,30,24,1.419
2006,12,1,1,1.4507
2006,12,1,2,1.503
2006,12,1,3,1.4908
2006,12,1,4,1.5055
2006,12,1,5,1.5289
2006,12,1,6,1.5451
2006,12,1,7,1.55
2006,12,1,8,1.5466
2006,12,1,9,1.5483
2006,12,1,10,1.5402
2006,12,1,11,1.5198
2006,12,1,12,1.4991
2006,12,1,13,1.4658
2006,12,1,14,1.4575
2006,12,1,15,1.4174
2006,12,1,16,1.4282
2006,12,1,17,1.3961
2006,12,1,18,1.3326
2006,12,1,19,1.2936
2006,12,1,20,1.2692
2006,12,1,21,1.2579
2006,12,1,22,1.2707
2006,12,1,23,1.2562
2006,12,1,24,1.2556
2006,12,2,1,1.2445
2006,12,2,2,1.3003
2006,12,2,3,1.2947
2006,12,2,4,1.2933
2006,12,2,5,1.2643
2006,12,2,6,1.2617
2006,12,2,7,1.2487
2006,12,2,8,1.2282
2006,12,2,9,1.2094
2006,12,2,10,1.1772
2006,12,2,11,1.1526
2006,12,2,12,1.1358
2006,12,2,13,1.1111
2006,12,2,14,1.1153
2006,12,2,15,1.086
2006,12,2,16,1.1022
2006,12,2,17,1.0755
2006,12,2,18,1.0525
2006,12,2,19,1.0262
2006,12,2,20,1.0192
2006,12,2,21,1.0215
2006,12,2,22,1.0329
2006,12,2,23,1.0577
2006,12,2,24,1.0851
2006,12,3,1,1.0849
2006,12,3,2,1.123
2006,12,3,3,1.1401
2006,12,3,4,1.1554
2006,12,3,5,1.1858
2006,12,3,6,1.1985
2006,12,3,7,1.1937
2006,12,3,8,1.1914
2006,12,3,9,1.1948
2006,12,3,10,1.2011
2006,12,3,11,1.1907
2006,12,3,12,1.1752
2006,12,3,13,1.1206
2006,12,3,14,1.1249
2006,12,3,15,1.1215
2006,12,3,16,1.1461
2006,12,3,17,1.1271
2006,12,3,18,1.0855
2006,12,3,19,1.0637
2006,12,3,20,1.039
2006,12,3,21,1.0518
2006,12,3,22,1.0854
2006,12,3,23,1.1081
2006,12,3,24,1.1105
2006,12,4,1,1.1353
2006,12,4,2,1.171
2006,12,4,3,1.1987
2006,12,4,4,1.2357
2006,12,4,5,1.2594
2006,12,4,6,1.2705
2006,12,4,7,1.2887
2006,12,4,8,1.2865
2006,12,4,9,1.2894
2006,12,4,10,1.2972
2006,12,4,11,1.3002
2006,12,4,12,1.2862
2006,12,4,13,1.2406
2006,12,4,14,1.253
2006,12,4,15,1.2582
2006,12,4,16,1.2604
2006,12,4,17,1.2555
2006,12,4,18,1.2022
2006,12,4,19,1.144
2006,12,4,20,1.0894
2006,12,4,21,1.0643
2006,12,4,22,1.0417
2006,12,4,23,1.0415
2006,12,4,24,1.0383
2006,12,5,1,1.0461
2006,12,5,2,1.0874
2006,12,5,3,1.1033
2006,12,5,4,1.1141
2006,12,5,5,1.0985
2006,12,5,6,1.0995
2006,12,5,7,1.1057
2006,12,5,8,1.1062
2006,12,5,9,1.0994
2006,12,5,10,1.0772
2006,12,5,11,1.0662
2006,12,5,12,1.0558
2006,12,5,13,1.0283
2006,12,5,14,1.0137
2006,12,5,15,1.0331
2006,12,5,16,1.0568
2006,12,5,17,1.0445
2006,12,5,18,1.0079
2006,12,5,19,0.9812
2006,12,5,20,1.0027
2006,12,5,21,1.0254
2006,12,5,22,1.0698
2006,12,5,23,1.1052
2006,12,5,24,1.142
2006,12,6,1,1.1846
2006,12,6,2,1.2115
2006,12,6,3,1.2205
2006,12,6,4,1.2494
2006,12,6,5,1.2424
2006,12,6,6,1.2425
2006,12,6,7,1.2417
2006,12,6,8,1.24
2006,12,6,9,1.2416
2006,12,6,10,1.2175
2006,12,6,11,1.2004
2006,12,6,12,1.1818
2006,12,6,13,1.1649
2006,12,6,14,1.1133
2006,12,6,15,1.1175
2006,12,6,16,1.1321
2006,12,6,17,1.1409
2006,12,6,18,1.1337
2006,12,6,19,1.142
2006,12,6,20,1.1527
2006,12,6,21,1.1597
2006,12,6,22,1.191
2006,12,6,23,1.2036
2006,12,6,24,1.2145
2006,12,7,1,1.2252
2006,12,7,2,1.2634
2006,12,7,3,1.2305
2006,12,7,4,1.247
2006,12,7,5,1.2398
2006,12,7,6,1.2387
2006,12,7,7,1.2447
2006,12,7,8,1.2528
2006,12,7,9,1.2724
2006,12,7,10,1.2809
2006,12,7,11,1.2906
2006,12,7,12,1.3008
2006,12,7,13,1.2862
2006,12,7,14,1.3057
2006,12,7,15,1.2846
2006,12,7,16,1.3293
2006,12,7,17,1.3509
2006,12,7,18,1.3495
2006,12,7,19,1.3463
2006,12,7,20,1.3415
2006,12,7,21,1.3499
2006,12,7,22,1.3664
2006,12,7,23,1.4193
2006,12,7,24,1.4538
2006,12,8,1,1.4745
2006,12,8,2,1.5103
2006,12,8,3,1.4922
2006,12,8,4,1.4902
2006,12,8,5,1.4859
2006,12,8,6,1.4978
2006,12,8,7,1.5016
2006,12,8,8,1.5157
2006,12,8,9,1.5358
2006,12,8,10,1.5673
2006,12,8,11,1.5743
2006,12,8,12,1.5703
2006,12,8,13,1.5509
2006,12,8,14,1.5386
2006,12,8,15,1.5636
2006,12,8,16,1.5759
2006,12,8,17,1.557
2006,12,8,18,1.5097
2006,12,8,19,1.4639
2006,12,8,20,1.4437
2006,12,8,21,1.4502
2006,12,8,22,1.4679
2006,12,8,23,1.4999
2006,12,8,24,1.5362
2006,12,9,1,1.5538
2006,12,9,2,1.548
2006,12,9,3,1.5584
2006,12,9,4,1.58
2006,12,9,5,1.5677
2006,12,9,6,1.5517
2006,12,9,7,1.5326
2006,12,9,8,1.514
2006,12,9,9,1.5034
2006,12,9,10,1.4944
2006,12,9,11,1.4776
2006,12,9,12,1.471
2006,12,9,13,1.4496
2006,12,9,14,1.4075
2006,12,9,15,1.4101
2006,12,9,16,1.4115
2006,12,9,17,1.3626
2006,12,9,18,1.315
2006,12,9,19,1.2655
2006,12,9,20,1.2485
2006,12,9,21,1.2527
2006,12,9,22,1.2816
2006,12,9,23,1.3249
2006,12,9,24,1.3852
2006,12,10,1,1.4119
2006,12,10,2,1.4291
2006,12,10,3,1.4461
2006,12,10,4,1.4718
2006,12,10,5,1.4851
2006,12,10,6,1.4914
2006,12,10,7,1.5028
2006,12,10,8,1.5062
2006,12,10,9,1.5082
2006,12,10,10,1.5172
2006,12,10,11,1.5199
2006,12,10,12,1.5195
2006,12,10,13,1.4817
2006,12,10,14,1.4676
2006,12,10,15,1.4382
2006,12,10,16,1.4457
2006,12,10,17,1.418
2006,12,10,18,1.3895
2006,12,10,19,1.3659
2006,12,10,20,1.3633
2006,12,10,21,1.3884
2006,12,10,22,1.3994
2006,12,10,23,1.434
2006,12,10,24,1.4674
2006,12,11,1,1.4585
2006,12,11,2,1.4942
2006,12,11,3,1.4693
2006,12,11,4,1.4547
2006,12,11,5,1.4888
2006,12,11,6,1.4801
2006,12,11,7,1.4604
2006,12,11,8,1.4416
2006,12,11,9,1.4349
2006,12,11,10,1.4206
2006,12,11,11,1.4026
2006,12,11,12,1.3785
2006,12,11,13,1.3221
2006,12,11,14,1.2967
2006,12,11,15,1.2806
2006,12,11,16,1.2731
2006,12,11,17,1.2492
2006,12,11,18,1.2242
2006,12,11,19,1.1929
2006,12,11,20,1.1875
2006,12,11,21,1.214
2006,12,11,22,1.2554
2006,12,11,23,1.2933
2006,12,11,24,1.3132
2006,12,12,1,1.323
2006,12,12,2,1.3546
2006,12,12,3,1.3808
2006,12,12,4,1.3993
2006,12,12,5,1.4117
2006,12,12,6,1.4081
2006,12,12,7,1.405
2006,12,12,8,1.4135
2006,12,12,9,1.4218
2006,12,12,10,1.4265
2006,12,12,11,1.4247
2006,12,12,12,1.4169
2006,12,12,13,1.3683
2006,12,12,14,1.3622
2006,12,12,15,1.3424
2006,12,12,16,1.3316
2006,12,12,17,1.2922
2006,12,12,18,1.2611
2006,12,12,19,1.243
2006,12,12,20,1.2458
2006,12,12,21,1.2675
2006,12,12,22,1.2865
2006,12,12,23,1.3059
2006,12,12,24,1.3287
2006,12,13,1,1.3414
2006,12,13,2,1.3835
2006,12,13,3,1.3861
2006,12,13,4,1.4098
2006,12,13,5,1.4073
2006,12,13,6,1.4131
2006,12,13,7,1.4251
2006,12,13,8,1.4228
2006,12,13,9,1.4074
2006,12,13,10,1.4042
2006,12,13,11,1.3849
2006,12,13,12,1.3696
2006,12,13,13,1.3419
2006,12,13,14,1.3622
2006,12,13,15,1.3424
2006,12,13,16,1.3316
2006,12,13,17,1.2922
2006,12,13,18,1.2611
2006,12,13,19,1.243
2006,12,13,20,1.2458
2006,12,13,21,1.2675
2006,12,13,22,1.1509
2006,12,13,23,1.1609
2006,12,13,24,1.2211
2006,12,14,1,1.2696
2006,12,14,2,1.293
2006,12,14,3,1.3265
2006,12,14,4,1.3217
2006,12,14,5,1.304
2006,12,14,6,1.284
2006,12,14,7,1.2755
2006,12,14,8,1.2737
2006,12,14,9,1.2779
2006,12,14,10,1.2516
2006,12,14,11,1.2278
2006,12,14,12,1.2037
2006,12,14,13,1.1729
2006,12,14,14,1.1314
2006,12,14,15,1.0896
2006,12,14,16,1.0885
2006,12,14,17,1.0599
2006,12,14,18,1.0171
2006,12,14,19,0.9986
2006,12,14,20,0.9993
2006,12,14,21,1.0265
2006,12,14,22,1.0212
2006,12,14,23,1.024
2006,12,14,24,1.0547
2006,12,15,1,1.0773
2006,12,15,2,1.0948
2006,12,15,3,1.1233
2006,12,15,4,1.1612
2006,12,15,5,1.1901
2006,12,15,6,1.2022
2006,12,15,7,1.199
2006,12,15,8,1.1764
2006,12,15,9,1.1837
2006,12,15,10,1.172
2006,12,15,11,1.1559
